,userid,placeid,datetime,userid_int,placeid_int
558,2,349,2011-05-15T21:40:17Z,2,349
559,2,350,2011-05-14T23:31:56Z,2,350
560,2,351,2011-05-14T18:03:39Z,2,351
561,2,352,2011-05-14T03:00:28Z,2,352
562,2,353,2011-05-13T23:11:04Z,2,353
563,2,354,2011-05-13T19:41:10Z,2,354
564,2,355,2011-05-12T23:31:23Z,2,355
565,2,356,2011-05-12T22:42:24Z,2,356
566,2,357,2011-05-12T21:37:22Z,2,357
567,2,358,2011-05-12T19:00:49Z,2,358
568,2,359,2011-05-12T17:13:36Z,2,359
569,2,360,2011-05-12T01:02:11Z,2,360
570,2,361,2011-05-11T19:31:52Z,2,361
571,2,28,2011-05-11T13:21:07Z,2,28
572,2,362,2011-05-10T14:57:15Z,2,362
573,2,326,2011-05-08T22:06:47Z,2,326
574,2,363,2011-05-08T04:51:41Z,2,363
575,2,364,2011-05-07T22:46:31Z,2,364
576,2,365,2011-05-07T19:57:02Z,2,365
577,2,366,2011-05-07T17:03:14Z,2,366
578,2,367,2011-05-07T04:12:22Z,2,367
579,2,326,2011-05-06T05:54:04Z,2,326
580,2,368,2011-05-01T19:56:31Z,2,368
581,2,326,2011-05-01T01:34:16Z,2,326
582,2,369,2011-04-29T23:44:39Z,2,369
583,2,339,2011-04-29T15:56:02Z,2,339
584,2,339,2011-04-27T15:15:39Z,2,339
585,2,326,2011-04-27T03:59:50Z,2,326
586,2,370,2011-04-26T21:16:15Z,2,370
587,2,371,2011-04-26T14:39:06Z,2,371
588,2,326,2011-04-26T06:24:43Z,2,326
589,2,339,2011-04-25T16:03:14Z,2,339
590,2,326,2011-04-25T03:08:09Z,2,326
591,2,372,2011-04-24T02:15:18Z,2,372
592,2,373,2011-04-23T18:33:35Z,2,373
593,2,326,2011-04-23T02:18:47Z,2,326
594,2,339,2011-04-22T19:30:20Z,2,339
595,2,374,2011-04-22T01:55:57Z,2,374
596,2,340,2011-04-21T18:00:05Z,2,340
597,2,339,2011-04-21T16:57:33Z,2,339
598,2,326,2011-04-21T05:22:59Z,2,326
599,2,334,2011-04-20T18:29:12Z,2,334
600,2,339,2011-04-20T00:09:35Z,2,339
601,2,339,2011-04-18T22:54:27Z,2,339
602,2,369,2011-04-18T18:24:19Z,2,369
603,2,339,2011-04-18T15:05:19Z,2,339
604,2,326,2011-04-17T23:36:35Z,2,326
605,2,375,2011-04-17T18:32:34Z,2,375
606,2,326,2011-04-17T05:32:04Z,2,326
607,2,376,2011-04-17T03:55:13Z,2,376
608,2,377,2011-04-17T03:23:58Z,2,377
609,2,364,2011-04-17T01:10:15Z,2,364
610,2,334,2011-04-15T23:54:38Z,2,334
611,2,339,2011-04-13T20:33:49Z,2,339
612,2,378,2011-04-13T17:30:06Z,2,378
613,2,339,2011-04-13T16:29:54Z,2,339
614,2,379,2011-04-13T00:59:27Z,2,379
615,2,339,2011-04-12T15:33:30Z,2,339
616,2,380,2011-04-10T18:54:32Z,2,380
617,2,345,2011-04-10T01:12:31Z,2,345
618,2,381,2011-04-04T23:10:13Z,2,381
619,2,382,2011-04-02T19:37:54Z,2,382
620,2,339,2011-03-31T23:08:28Z,2,339
621,2,339,2011-03-31T01:04:30Z,2,339
622,2,383,2011-03-30T23:57:20Z,2,383
623,2,371,2011-03-30T15:12:47Z,2,371
624,2,334,2011-03-30T01:07:23Z,2,334
625,2,339,2011-03-28T15:12:22Z,2,339
626,2,369,2011-03-28T01:25:52Z,2,369
627,2,339,2011-03-27T20:20:22Z,2,339
628,2,323,2011-03-27T19:16:06Z,2,323
629,2,384,2011-03-27T03:28:12Z,2,384
630,2,385,2011-03-26T18:53:52Z,2,385
631,2,326,2011-03-26T17:19:35Z,2,326
632,2,339,2011-03-13T22:56:56Z,2,339
633,2,386,2011-03-13T00:54:06Z,2,386
634,2,339,2011-03-11T03:50:18Z,2,339
635,2,323,2011-03-10T03:53:01Z,2,323
636,2,323,2011-01-24T05:39:48Z,2,323
637,2,387,2011-01-07T19:05:31Z,2,387
638,2,388,2011-01-07T12:09:29Z,2,388
639,2,28,2011-01-07T12:06:00Z,2,28
640,2,339,2011-01-06T20:42:31Z,2,339
641,2,339,2010-12-13T16:23:59Z,2,339
642,2,339,2010-12-10T22:18:39Z,2,339
643,2,326,2010-12-09T01:15:34Z,2,326
644,2,339,2010-12-07T01:42:48Z,2,339
645,2,28,2010-12-05T19:18:26Z,2,28
646,2,28,2010-12-01T22:04:56Z,2,28
647,2,339,2010-11-15T06:07:45Z,2,339
648,2,339,2010-11-14T21:45:49Z,2,339
649,2,389,2010-11-10T16:07:29Z,2,389
650,2,339,2010-11-02T21:13:13Z,2,339
651,2,390,2010-11-02T18:21:40Z,2,390
652,2,339,2010-11-01T18:49:32Z,2,339
653,2,391,2010-11-01T18:13:36Z,2,391
654,2,382,2010-10-31T19:09:22Z,2,382
655,2,334,2010-10-30T00:10:43Z,2,334
656,2,370,2010-07-14T20:05:58Z,2,370
657,2,339,2010-07-14T20:01:44Z,2,339
658,2,392,2010-04-06T22:18:47Z,2,392
659,2,393,2010-03-31T18:21:35Z,2,393
660,2,392,2010-03-30T08:41:09Z,2,392
661,2,392,2010-03-28T15:03:06Z,2,392
662,2,394,2010-03-27T23:25:01Z,2,394
663,2,395,2010-03-27T01:15:59Z,2,395
664,2,392,2010-03-26T16:25:41Z,2,392
665,2,392,2010-03-26T04:56:00Z,2,392
666,2,392,2010-03-24T23:31:17Z,2,392
667,2,392,2010-03-24T09:27:32Z,2,392
668,2,396,2010-03-24T08:30:06Z,2,396
669,2,393,2010-03-24T01:15:34Z,2,393
670,2,397,2010-03-23T22:56:10Z,2,397
671,2,392,2010-03-23T22:38:00Z,2,392
672,2,392,2010-03-23T02:22:29Z,2,392
673,2,392,2010-03-21T14:45:35Z,2,392
674,2,392,2010-03-21T06:04:52Z,2,392
675,2,392,2010-03-18T20:08:40Z,2,392
676,2,398,2010-03-17T19:40:18Z,2,398
677,2,392,2010-03-16T22:01:35Z,2,392
678,2,399,2010-03-16T18:28:08Z,2,399
679,2,399,2010-03-16T18:27:33Z,2,399
680,2,400,2010-03-16T17:18:16Z,2,400
681,2,349,2010-03-16T15:19:10Z,2,349
682,2,401,2010-03-16T06:24:04Z,2,401
683,2,401,2010-03-16T06:23:55Z,2,401
684,2,402,2010-03-15T20:23:05Z,2,402
685,2,403,2010-03-15T19:21:29Z,2,403
686,2,404,2010-03-15T19:21:14Z,2,404
687,2,405,2010-03-15T17:37:40Z,2,405
688,2,406,2010-03-15T16:49:46Z,2,406
689,2,407,2010-03-15T04:50:27Z,2,407
690,2,407,2010-03-15T04:50:08Z,2,407
691,2,407,2010-03-15T04:49:47Z,2,407
692,2,407,2010-03-15T04:49:32Z,2,407
693,2,401,2010-03-14T22:59:28Z,2,401
694,2,401,2010-03-14T22:59:13Z,2,401
695,2,408,2010-03-14T21:41:32Z,2,408
696,2,409,2010-03-14T21:36:02Z,2,409
697,2,410,2010-03-14T21:25:31Z,2,410
698,2,404,2010-03-14T21:24:11Z,2,404
699,2,411,2010-03-14T03:33:03Z,2,411
700,2,411,2010-03-14T00:20:31Z,2,411
701,2,412,2010-03-13T23:50:39Z,2,412
702,2,413,2010-03-13T23:49:55Z,2,413
703,2,414,2010-03-13T17:57:09Z,2,414
704,2,415,2010-03-13T08:52:47Z,2,415
705,2,416,2010-03-13T01:06:35Z,2,416
706,2,405,2010-03-13T00:11:25Z,2,405
707,2,417,2010-03-13T00:10:12Z,2,417
708,2,418,2010-03-13T00:09:33Z,2,418
709,2,419,2010-03-12T20:56:08Z,2,419
710,2,420,2010-03-12T19:45:19Z,2,420
711,2,421,2010-03-12T19:44:31Z,2,421
712,2,404,2010-03-12T19:43:11Z,2,404
713,2,422,2010-03-12T19:42:29Z,2,422
714,2,423,2010-03-12T18:14:09Z,2,423
715,2,424,2010-03-12T02:38:23Z,2,424
716,2,400,2010-03-11T23:27:14Z,2,400
717,2,398,2010-03-11T19:30:23Z,2,398
718,2,393,2010-03-11T15:58:04Z,2,393
719,2,392,2010-03-10T21:46:18Z,2,392
720,2,392,2010-03-10T17:33:23Z,2,392
721,2,392,2010-03-09T16:23:18Z,2,392
722,2,393,2010-03-08T23:40:08Z,2,393
723,2,392,2010-03-07T23:19:41Z,2,392
724,2,392,2010-03-07T15:34:42Z,2,392
725,2,425,2010-03-07T00:49:25Z,2,425
726,2,426,2010-03-07T00:48:27Z,2,426
727,2,427,2010-03-06T17:35:43Z,2,427
728,2,428,2010-03-06T03:33:32Z,2,428
729,2,429,2010-03-05T15:18:44Z,2,429
730,2,392,2010-03-02T22:18:29Z,2,392
731,2,392,2010-03-02T03:32:58Z,2,392
732,2,393,2010-03-02T00:04:57Z,2,393
733,2,430,2010-03-01T07:59:55Z,2,430
734,2,431,2010-03-01T07:59:08Z,2,431
735,2,392,2010-02-28T05:39:47Z,2,392
736,2,432,2010-02-27T05:37:15Z,2,432
737,2,392,2010-02-23T04:07:17Z,2,392
738,2,431,2010-02-21T01:49:00Z,2,431
739,2,392,2010-02-21T01:45:02Z,2,392
740,2,392,2010-02-19T04:43:12Z,2,392
741,2,393,2010-02-17T16:42:22Z,2,393
742,2,393,2010-02-15T16:05:44Z,2,393
743,2,433,2010-02-15T14:16:43Z,2,433
744,2,434,2010-02-12T19:09:04Z,2,434
745,2,435,2010-01-13T01:12:24Z,2,435
746,2,436,2009-10-19T22:04:41Z,2,436
747,3,437,2010-12-21T05:05:12Z,3,437
748,3,438,2010-12-16T02:33:22Z,3,438
749,3,439,2010-12-13T04:31:36Z,3,439
750,3,440,2010-12-12T04:52:34Z,3,440
751,3,439,2010-12-06T04:10:41Z,3,439
752,3,441,2010-12-06T03:27:35Z,3,441
753,3,442,2010-12-05T03:28:44Z,3,442
754,3,443,2010-11-27T00:36:54Z,3,443
755,3,444,2010-11-26T00:39:56Z,3,444
756,3,445,2010-11-24T11:11:34Z,3,445
757,3,446,2010-09-10T23:03:04Z,3,446
758,3,447,2010-08-22T18:59:13Z,3,447
759,3,448,2010-08-21T07:24:05Z,3,448
760,3,449,2010-08-13T22:33:32Z,3,449
761,3,450,2010-08-13T00:41:26Z,3,450
762,3,451,2010-08-11T05:30:27Z,3,451
763,3,452,2010-08-10T19:41:04Z,3,452
764,3,453,2010-07-10T04:21:10Z,3,453
765,3,454,2010-07-09T23:49:43Z,3,454
766,3,455,2010-06-09T02:28:17Z,3,455
767,3,456,2010-06-06T04:18:12Z,3,456
768,3,439,2010-05-19T03:36:34Z,3,439
769,3,457,2010-05-19T01:17:05Z,3,457
770,3,458,2010-05-18T03:47:38Z,3,458
771,3,459,2010-05-17T05:03:37Z,3,459
772,3,460,2010-05-17T03:57:28Z,3,460
773,3,461,2010-05-17T03:16:25Z,3,461
774,3,462,2010-05-17T01:33:36Z,3,462
775,3,463,2010-05-14T20:26:21Z,3,463
776,3,464,2010-05-14T18:47:40Z,3,464
777,3,465,2010-05-14T04:05:44Z,3,465
778,3,466,2010-05-14T00:47:01Z,3,466
779,3,438,2010-05-13T01:23:47Z,3,438
780,3,467,2010-05-11T02:33:49Z,3,467
781,3,468,2010-05-10T02:03:49Z,3,468
782,3,469,2010-05-09T00:14:08Z,3,469
783,3,470,2010-05-08T01:55:28Z,3,470
784,3,471,2010-05-08T01:24:17Z,3,471
785,3,472,2010-05-08T00:06:46Z,3,472
786,3,473,2010-05-07T23:41:26Z,3,473
787,3,474,2010-05-07T23:11:43Z,3,474
788,3,451,2010-05-07T06:43:01Z,3,451
789,3,475,2010-05-06T01:38:07Z,3,475
790,3,476,2010-05-05T23:34:39Z,3,476
791,3,477,2010-05-04T02:19:26Z,3,477
792,3,478,2010-05-03T03:19:41Z,3,478
793,3,458,2010-05-01T04:56:38Z,3,458
794,3,479,2010-04-30T02:09:28Z,3,479
795,3,456,2010-04-29T02:38:37Z,3,456
796,3,458,2010-04-19T04:53:23Z,3,458
797,3,480,2010-04-14T04:17:59Z,3,480
798,3,481,2010-04-02T01:09:30Z,3,481
799,3,444,2010-03-14T01:02:31Z,3,444
800,3,476,2010-03-14T00:43:46Z,3,476
801,3,482,2010-03-13T04:36:25Z,3,482
802,3,483,2010-03-13T03:03:34Z,3,483
803,3,484,2010-03-12T08:20:03Z,3,484
804,3,445,2010-03-10T01:08:34Z,3,445
805,3,485,2010-03-05T00:27:02Z,3,485
806,3,486,2010-03-04T02:32:58Z,3,486
807,3,471,2010-03-04T00:57:51Z,3,471
808,3,487,2010-03-03T00:59:24Z,3,487
809,3,488,2010-03-01T02:55:57Z,3,488
810,3,489,2010-02-27T03:41:50Z,3,489
811,3,449,2010-02-27T00:12:20Z,3,449
812,3,490,2010-02-23T02:16:38Z,3,490
813,3,491,2010-02-20T04:43:39Z,3,491
814,3,445,2010-02-17T02:43:38Z,3,445
815,3,492,2010-02-15T01:38:04Z,3,492
816,3,493,2010-02-10T00:52:41Z,3,493
817,3,439,2010-02-07T03:35:20Z,3,439
818,3,482,2010-02-06T04:15:07Z,3,482
819,3,494,2010-02-05T01:49:57Z,3,494
820,3,495,2010-01-17T01:27:23Z,3,495
821,3,496,2010-01-13T01:29:09Z,3,496
822,3,497,2010-01-10T02:59:56Z,3,497
823,3,498,2010-01-10T02:21:25Z,3,498
824,3,499,2010-01-09T01:05:18Z,3,499
825,3,449,2010-01-08T23:41:04Z,3,449
826,3,500,2010-01-04T06:13:35Z,3,500
827,3,501,2009-12-29T02:52:13Z,3,501
828,3,502,2009-12-27T04:26:04Z,3,502
829,3,503,2009-12-26T03:08:59Z,3,503
830,3,504,2009-12-24T13:00:59Z,3,504
831,3,493,2009-12-23T00:52:46Z,3,493
832,3,505,2009-12-21T23:49:47Z,3,505
833,3,438,2009-12-18T02:38:15Z,3,438
834,3,439,2009-12-17T01:43:25Z,3,439
835,3,506,2009-12-14T00:37:47Z,3,506
836,3,507,2009-12-13T01:06:45Z,3,507
837,3,508,2009-12-12T02:08:42Z,3,508
838,3,493,2009-12-08T00:26:47Z,3,493
839,3,501,2009-12-02T02:27:57Z,3,501
840,3,509,2009-11-29T00:53:42Z,3,509
841,3,510,2009-11-23T01:29:26Z,3,510
842,3,477,2009-11-22T03:02:24Z,3,477
843,3,511,2009-11-19T03:28:18Z,3,511
844,3,512,2009-11-19T03:07:18Z,3,512
845,3,504,2009-11-18T10:30:20Z,3,504
846,3,439,2009-11-15T04:24:42Z,3,439
847,3,513,2009-11-10T02:00:02Z,3,513
848,3,458,2009-11-09T02:39:38Z,3,458
849,3,514,2009-11-07T03:11:29Z,3,514
850,3,515,2009-11-06T23:20:25Z,3,515
851,3,516,2009-11-06T23:19:51Z,3,516
852,3,517,2009-11-06T23:19:21Z,3,517
853,3,477,2009-11-06T03:25:30Z,3,477
854,3,493,2009-11-05T00:57:02Z,3,493
855,3,495,2009-11-04T02:15:23Z,3,495
856,3,504,2009-11-02T21:15:09Z,3,504
857,3,518,2009-11-01T20:21:25Z,3,518
858,3,519,2009-11-01T06:21:19Z,3,519
859,3,520,2009-10-29T22:48:48Z,3,520
860,3,521,2009-10-25T23:59:12Z,3,521
861,3,522,2009-10-25T03:43:58Z,3,522
862,3,523,2009-10-24T23:27:27Z,3,523
863,3,524,2009-10-24T22:52:00Z,3,524
864,3,525,2009-10-23T21:54:13Z,3,525
865,3,526,2009-10-23T19:51:14Z,3,526
866,3,527,2009-10-23T19:07:23Z,3,527
867,3,528,2009-10-19T00:30:54Z,3,528
868,3,529,2009-10-17T04:14:29Z,3,529
869,3,530,2009-10-17T02:01:52Z,3,530
870,3,531,2009-10-16T02:56:39Z,3,531
871,4,532,2011-04-22T18:55:02Z,4,532
872,4,533,2011-04-16T16:55:35Z,4,533
873,4,534,2011-03-12T20:17:28Z,4,534
874,4,535,2011-03-11T18:55:16Z,4,535
875,4,532,2011-03-04T19:51:40Z,4,532
876,4,536,2011-03-04T16:25:51Z,4,536
877,4,533,2011-02-26T17:53:56Z,4,533
878,4,537,2011-02-19T18:31:58Z,4,537
879,4,538,2011-02-18T14:56:17Z,4,538
880,4,539,2011-02-16T18:09:04Z,4,539
881,4,540,2011-02-12T00:47:35Z,4,540
882,4,541,2011-02-09T13:56:26Z,4,541
883,4,542,2011-02-09T01:23:42Z,4,542
884,4,543,2011-02-09T00:09:24Z,4,543
885,4,544,2011-02-05T23:59:52Z,4,544
886,4,545,2011-02-05T21:20:18Z,4,545
887,4,546,2011-02-02T15:17:00Z,4,546
888,4,547,2011-01-31T17:36:54Z,4,547
889,4,548,2011-01-28T18:14:09Z,4,548
890,4,549,2011-01-27T21:00:38Z,4,549
891,4,550,2011-01-25T22:20:59Z,4,550
892,4,551,2011-01-22T23:24:51Z,4,551
893,4,533,2011-01-21T18:57:00Z,4,533
894,4,552,2011-01-19T22:10:46Z,4,552
895,4,539,2011-01-16T00:18:18Z,4,539
896,4,540,2011-01-16T00:11:04Z,4,540
897,4,552,2011-01-06T19:30:29Z,4,552
898,4,553,2011-01-01T19:30:14Z,4,553
899,4,554,2010-12-29T17:30:17Z,4,554
900,4,555,2010-12-29T16:39:14Z,4,555
901,4,556,2010-12-26T21:02:28Z,4,556
902,4,557,2010-12-24T03:50:04Z,4,557
903,4,558,2010-12-24T00:02:31Z,4,558
904,4,559,2010-12-23T22:24:33Z,4,559
905,4,560,2010-12-23T21:58:52Z,4,560
906,4,561,2010-12-23T21:26:40Z,4,561
907,4,562,2010-12-23T20:08:22Z,4,562
908,4,563,2010-12-23T16:29:21Z,4,563
909,4,564,2010-12-18T20:53:43Z,4,564
910,4,535,2010-12-18T18:52:23Z,4,535
911,4,565,2010-12-18T16:33:55Z,4,565
912,4,533,2010-12-18T15:13:42Z,4,533
913,4,566,2010-12-17T23:59:42Z,4,566
914,4,555,2010-12-17T22:52:20Z,4,555
915,4,567,2010-12-16T14:31:59Z,4,567
916,4,568,2010-12-12T21:57:10Z,4,568
917,4,562,2010-12-12T16:35:25Z,4,562
918,4,562,2010-12-12T00:14:54Z,4,562
919,4,569,2010-12-11T20:11:15Z,4,569
920,4,570,2010-12-11T00:08:31Z,4,570
921,4,551,2010-12-10T17:30:09Z,4,551
922,4,552,2010-12-10T17:15:29Z,4,552
923,4,571,2010-12-09T14:22:07Z,4,571
924,4,572,2010-12-09T13:54:24Z,4,572
925,4,562,2010-12-09T01:19:41Z,4,562
926,4,573,2010-12-08T14:20:05Z,4,573
927,4,572,2010-12-08T13:55:37Z,4,572
928,4,574,2010-12-07T22:52:55Z,4,574
929,4,572,2010-12-07T13:58:20Z,4,572
930,4,575,2010-12-04T17:38:24Z,4,575
931,4,576,2010-12-04T16:27:01Z,4,576
932,4,577,2010-12-04T04:57:02Z,4,577
933,4,578,2010-12-04T00:39:33Z,4,578
934,4,579,2010-12-03T21:00:53Z,4,579
935,4,558,2010-12-02T23:22:44Z,4,558
936,4,580,2010-12-02T17:47:15Z,4,580
937,4,564,2010-12-02T17:24:57Z,4,564
938,4,581,2010-11-27T00:21:49Z,4,581
939,4,582,2010-11-20T21:36:05Z,4,582
940,4,538,2010-11-20T18:52:14Z,4,538
941,4,533,2010-11-20T17:15:38Z,4,533
942,4,546,2010-11-20T15:44:30Z,4,546
943,4,544,2010-11-19T23:33:21Z,4,544
944,4,540,2010-11-19T23:23:45Z,4,540
945,4,554,2010-11-06T01:08:03Z,4,554
946,4,583,2010-11-03T22:38:52Z,4,583
947,4,562,2010-10-31T15:48:06Z,4,562
948,4,567,2010-10-29T13:57:44Z,4,567
949,4,562,2010-10-28T00:30:54Z,4,562
950,4,583,2010-10-27T22:23:43Z,4,583
951,4,584,2010-10-27T17:15:26Z,4,584
952,4,567,2010-10-27T13:36:09Z,4,567
953,4,562,2010-10-24T14:54:50Z,4,562
954,4,585,2010-10-23T03:41:04Z,4,585
955,4,583,2010-10-22T18:01:02Z,4,583
956,4,583,2010-10-19T22:58:06Z,4,583
957,4,562,2010-10-17T16:25:56Z,4,562
958,4,533,2010-10-15T20:29:56Z,4,533
959,4,586,2010-10-15T19:57:26Z,4,586
960,4,553,2010-10-15T19:22:11Z,4,553
961,4,562,2010-09-30T00:28:15Z,4,562
962,4,574,2010-09-26T22:57:38Z,4,574
963,4,583,2010-09-26T18:18:46Z,4,583
964,4,587,2010-09-25T23:54:40Z,4,587
965,4,535,2010-09-25T23:02:52Z,4,535
966,4,588,2010-09-24T21:59:32Z,4,588
967,4,562,2010-09-19T14:57:54Z,4,562
968,4,589,2010-09-19T01:11:11Z,4,589
969,4,562,2010-09-12T15:21:03Z,4,562
970,4,590,2010-09-05T18:55:08Z,4,590
971,4,562,2010-08-22T15:34:29Z,4,562
972,4,591,2010-08-19T21:26:33Z,4,591
973,4,592,2010-08-19T16:58:05Z,4,592
974,4,593,2010-08-13T22:59:46Z,4,593
975,4,533,2010-08-13T19:24:44Z,4,533
976,4,594,2010-08-12T15:38:09Z,4,594
977,4,595,2010-08-12T15:37:53Z,4,595
978,4,562,2010-08-08T16:11:01Z,4,562
979,4,596,2010-08-06T15:03:31Z,4,596
980,4,597,2010-08-06T15:03:11Z,4,597
981,4,598,2010-08-02T14:35:19Z,4,598
982,4,599,2010-07-31T13:08:03Z,4,599
983,4,600,2010-07-28T15:15:05Z,4,600
984,4,562,2010-07-25T16:25:48Z,4,562
985,4,601,2010-07-23T22:08:31Z,4,601
986,4,562,2010-07-18T23:18:24Z,4,562
987,4,540,2010-07-17T01:51:29Z,4,540
988,4,551,2010-07-13T23:26:39Z,4,551
989,4,602,2010-07-12T15:57:08Z,4,602
990,4,562,2010-07-11T14:47:45Z,4,562
991,4,603,2010-07-11T03:30:06Z,4,603
992,4,604,2010-07-09T23:59:00Z,4,604
993,4,605,2010-07-06T23:16:34Z,4,605
994,4,533,2010-07-06T15:23:32Z,4,533
995,4,606,2010-07-05T21:38:43Z,4,606
996,4,607,2010-07-02T23:42:54Z,4,607
997,4,608,2010-07-02T01:16:50Z,4,608
998,4,555,2010-07-02T01:13:40Z,4,555
999,4,609,2010-06-30T14:51:23Z,4,609
1000,4,575,2010-06-29T15:11:52Z,4,575
1001,4,591,2010-06-28T21:46:01Z,4,591
1002,4,610,2010-06-26T15:06:53Z,4,610
1003,4,611,2010-06-24T10:29:45Z,4,611
1004,4,612,2010-06-24T05:25:26Z,4,612
1005,4,613,2010-06-21T22:22:27Z,4,613
1006,4,614,2010-06-16T16:16:52Z,4,614
1007,4,598,2010-06-16T12:48:14Z,4,598
1008,4,615,2010-06-16T00:45:53Z,4,615
1009,4,533,2010-06-15T15:03:39Z,4,533
1010,4,562,2010-06-13T15:57:38Z,4,562
1011,4,575,2010-06-12T16:20:46Z,4,575
1012,4,616,2010-06-12T16:11:16Z,4,616
1013,4,617,2010-06-11T23:49:58Z,4,617
1014,4,554,2010-06-09T22:48:10Z,4,554
1015,4,562,2010-06-06T17:04:24Z,4,562
1016,4,533,2010-06-04T13:29:37Z,4,533
1017,4,618,2010-05-30T21:45:39Z,4,618
1018,4,591,2010-05-27T01:50:31Z,4,591
1019,4,619,2010-05-23T19:06:17Z,4,619
1020,4,620,2010-05-23T17:11:53Z,4,620
1021,4,621,2010-05-22T12:58:18Z,4,621
1022,4,622,2010-05-19T01:41:08Z,4,622
1023,4,562,2010-05-16T15:15:05Z,4,562
1024,4,606,2010-05-15T20:20:05Z,4,606
1025,4,623,2010-05-14T17:20:59Z,4,623
1026,4,615,2010-05-14T16:36:05Z,4,615
1027,4,591,2010-05-14T03:14:28Z,4,591
1028,4,562,2010-05-09T16:31:38Z,4,562
1029,4,624,2010-05-08T23:18:17Z,4,624
1030,4,625,2010-05-04T17:12:31Z,4,625
1031,4,626,2010-05-03T00:04:42Z,4,626
1032,4,562,2010-05-02T14:41:28Z,4,562
1033,4,575,2010-04-30T17:11:49Z,4,575
1034,4,533,2010-04-29T20:00:48Z,4,533
1035,4,535,2010-04-24T20:50:38Z,4,535
1036,4,613,2010-04-24T20:50:16Z,4,613
1037,4,627,2010-04-24T17:21:55Z,4,627
1038,4,628,2010-04-24T17:21:01Z,4,628
1039,4,622,2010-04-22T16:28:26Z,4,622
1040,4,629,2010-04-21T22:08:20Z,4,629
1041,4,575,2010-04-19T17:27:17Z,4,575
1042,4,630,2010-04-16T23:56:17Z,4,630
1043,4,631,2010-04-14T15:48:50Z,4,631
1044,4,626,2010-04-13T22:07:42Z,4,626
1045,4,566,2010-04-09T23:25:35Z,4,566
1046,4,625,2010-04-09T17:10:59Z,4,625
1047,4,629,2010-04-05T22:02:10Z,4,629
1048,4,562,2010-04-04T15:02:46Z,4,562
1049,4,575,2010-04-03T19:57:23Z,4,575
1050,4,533,2010-04-03T13:33:20Z,4,533
1051,4,632,2010-04-02T16:23:36Z,4,632
1052,4,538,2010-03-30T23:32:47Z,4,538
1053,4,633,2010-03-27T20:58:58Z,4,633
1054,4,634,2010-03-26T17:29:49Z,4,634
1055,4,635,2010-03-25T16:42:08Z,4,635
1056,4,636,2010-03-25T12:47:41Z,4,636
1057,4,565,2010-03-24T00:43:18Z,4,565
1058,4,637,2010-03-24T00:20:34Z,4,637
1059,4,638,2010-03-23T22:51:49Z,4,638
1060,4,639,2010-03-23T22:06:13Z,4,639
1061,4,640,2010-03-22T17:42:36Z,4,640
1062,4,562,2010-03-21T17:00:33Z,4,562
1063,4,641,2010-03-20T16:54:45Z,4,641
1064,4,642,2010-03-19T16:55:30Z,4,642
1065,4,566,2010-03-19T01:13:03Z,4,566
1066,4,643,2010-03-19T00:13:15Z,4,643
1067,4,644,2010-03-18T17:32:24Z,4,644
1068,4,645,2010-03-18T12:24:59Z,4,645
1069,4,591,2010-03-18T01:40:45Z,4,591
1070,4,575,2010-03-17T22:08:32Z,4,575
1071,4,636,2010-03-17T12:55:48Z,4,636
1072,4,646,2010-03-14T17:56:04Z,4,646
1073,4,533,2010-03-13T14:28:32Z,4,533
1074,4,554,2010-03-11T18:13:58Z,4,554
1075,4,647,2010-03-11T13:40:03Z,4,647
1076,4,551,2010-03-11T02:00:34Z,4,551
1077,4,648,2010-03-10T00:04:42Z,4,648
1078,4,636,2010-03-08T16:48:24Z,4,636
1079,4,554,2010-03-02T18:32:03Z,4,554
1080,4,649,2010-03-01T19:26:26Z,4,649
1081,4,650,2010-03-01T17:16:49Z,4,650
1082,4,651,2010-03-01T00:30:29Z,4,651
1083,4,652,2010-02-28T17:22:07Z,4,652
1084,4,653,2010-02-28T15:05:52Z,4,653
1085,4,654,2010-02-28T02:35:47Z,4,654
1086,4,655,2010-02-28T00:18:53Z,4,655
1087,4,656,2010-02-28T00:15:23Z,4,656
1088,4,657,2010-02-28T00:13:53Z,4,657
1089,4,658,2010-02-28T00:13:22Z,4,658
1090,4,659,2010-02-28T00:12:44Z,4,659
1091,4,660,2010-02-27T14:12:33Z,4,660
1092,4,661,2010-02-27T04:32:03Z,4,661
1093,4,662,2010-02-27T03:03:30Z,4,662
1094,4,663,2010-02-26T23:45:57Z,4,663
1095,4,582,2010-02-20T18:38:02Z,4,582
1096,4,664,2010-02-17T20:00:33Z,4,664
1097,4,665,2010-02-17T17:41:01Z,4,665
1098,4,666,2010-02-17T15:53:56Z,4,666
1099,4,533,2010-02-12T18:33:49Z,4,533
1100,4,667,2010-02-07T00:15:00Z,4,667
1101,4,575,2010-02-05T13:50:00Z,4,575
1102,4,668,2010-02-04T18:06:16Z,4,668
1103,4,669,2010-01-31T01:26:06Z,4,669
1104,4,555,2010-01-30T20:17:25Z,4,555
1105,4,670,2010-01-26T00:19:20Z,4,670
1106,4,671,2010-01-24T22:54:36Z,4,671
1107,4,576,2010-01-24T16:17:04Z,4,576
1108,4,575,2010-01-23T15:44:28Z,4,575
1109,4,533,2010-01-23T15:09:03Z,4,533
1110,4,672,2010-01-23T02:52:36Z,4,672
1111,4,554,2010-01-20T18:42:13Z,4,554
